"","League","Team","Season","Gen..Role","DAVIES_TOTAL","DAVIES_weighted","League_DAVIES","Raw_League_DAVIES","SD_League","Raw_SD_League","Z"
"7904","Primeira Liga","Belenenses SAD","2019-2020","Midfielder",-5.08,-0.749464149017607,0.390117038224848,0.217777777777778,0.843013439419119,1.99721145469658,-1.35179480415839
"7905","Primeira Liga","Belenenses SAD","2019-2020","Wide Def",-2,0.0278449242849131,0.878515560334122,1.18666666666667,0.689998496323895,2.13975534610302,-1.23285868097007
"7906","Primeira Liga","Belenenses SAD","2020-2021","Central Def",-1.04,0.255835806132542,0.769594139989214,0.832222222222222,0.92586078784574,3.70157765340442,-0.554898037157473
"7907","Primeira Liga","Belenenses SAD","2020-2021","Creator",1.51,0.757634648796227,0.854923849951264,0.86,1.4614421090857,2.21885556086916,-0.0665706842236137
"7908","Primeira Liga","Belenenses SAD","2020-2021","Deep Midfielder",1.19,1.19,0.48697096181649,0.0516666666666667,1.07780122751171,1.57592269891044,0.652280791892
"7909","Primeira Liga","Belenenses SAD","2020-2021","Dribbler",0.79,1.30232421875,1.40569841092464,0.858235294117647,1.81720623447412,3.87402929018051,-0.0568863292528557
"7910","Primeira Liga","Belenenses SAD","2020-2021","Finisher",3.31,3.31,1.89497013294586,2.57388888888889,1.70630530300353,5.41590700555414,0.82929465469241
"7911","Primeira Liga","Belenenses SAD","2020-2021","Midfielder",-3.71,-0.889250993579945,0.676143497367066,0.472777777777778,1.18371770142497,2.50630453422976,-1.3224390317578
"7912","Primeira Liga","Belenenses SAD","2020-2021","Wide Def",4.37,2.02461667428746,0.945037215100288,0.979444444444444,0.857241360266782,2.33794397412423,1.25936464247501
"7913","Primeira Liga","Belenenses SAD","2021-2022","Central Def",0.43,0.164651162790698,0.81693446835394,0.694444444444444,0.963054555984988,3.40491378870255,-0.677306702418434
"7914","Primeira Liga","Belenenses SAD","2021-2022","Creator",-1.46,0.224492445703494,1.06724317221331,0.58625,1.38447679431026,3.30318003344252,-0.608714230511661
"7915","Primeira Liga","Belenenses SAD","2021-2022","Deep Midfielder",-1.7,-0.288837934105076,0.478831149524616,0.234444444444444,0.777773944649314,1.29755980128412,-0.987007971803197
"7916","Primeira Liga","Belenenses SAD","2021-2022","Dribbler",-1.16,-0.557461300309598,1.30344716802824,1.76388888888889,1.58698011938035,3.24635386221108,-1.17260981761035
"7917","Primeira Liga","Belenenses SAD","2021-2022","Finisher",-2.67,-0.225124530075188,1.74682263833895,2.15555555555556,1.94885789222313,4.55560575454568,-1.01184759354859
"7918","Primeira Liga","Belenenses SAD","2021-2022","Midfielder",-2.19,-1.04912,1.13346588586684,1.11444444444444,1.55561114007013,1.83231843566374,-1.40304079190925
"7919","Primeira Liga","Belenenses SAD","2021-2022","Wide Def",1.5,0.614424087700856,0.994498840809567,1.58444444444444,0.579455629071637,1.77336576706297,-0.655916922780851
"7920","Primeira Liga","Benfica","2019-2020","Central Def",9.15,4.36447712418301,0.737481750896839,-0.0666666666666666,1.2570681950059,4.02662900904349,2.88528131385038
"7921","Primeira Liga","Benfica","2019-2020","Creator",11.31,4.67196591292609,0.790802449715253,1.065,2.00302576825001,3.70810823286843,1.93765029123999
"7922","Primeira Liga","Benfica","2019-2020","Deep Midfielder",1.88,0.887058023572076,0.852965817223732,0.693333333333333,0.96966171962646,1.73226475357279,0.0351588658789966
"7923","Primeira Liga","Benfica","2019-2020","Dribbler",3.44,3.44,0.940722761821397,1.48388888888889,1.6805370789875,4.20927706366459,1.48718958327559
"7924","Primeira Liga","Benfica","2019-2020","Finisher",6.51,3.35819591836735,1.79781123411718,2.39333333333333,1.59745982120516,3.23412139173386,0.976791192828237
"7925","Primeira Liga","Benfica","2019-2020","Midfielder",1.65,1.65,0.390117038224848,0.217777777777778,0.843013439419119,1.99721145469658,1.49449926046645
"7926","Primeira Liga","Benfica","2019-2020","Wide Def",4.82,1.74922043891254,0.878515560334122,1.18666666666667,0.689998496323895,2.13975534610302,1.26189387834507
"7927","Primeira Liga","Benfica","2020-2021","Central Def",3.31,2.11288797857255,0.769594139989214,0.832222222222222,0.92586078784574,3.70157765340442,1.45085941236249
"7928","Primeira Liga","Benfica","2020-2021","Creator",2,2.24770502225048,0.854923849951264,0.86,1.4614421090857,2.21885556086916,0.953018367022802
"7929","Primeira Liga","Benfica","2020-2021","Deep Midfielder",2.66,1.5120365535248,0.48697096181649,0.0516666666666667,1.07780122751171,1.57592269891044,0.951071093205981
"7930","Primeira Liga","Benfica","2020-2021","Dribbler",7.77,3.90164251207729,1.40569841092464,0.858235294117647,1.81720623447412,3.87402929018051,1.37350623930418
"7931","Primeira Liga","Benfica","2020-2021","Finisher",17.37,6.14035786382822,1.89497013294586,2.57388888888889,1.70630530300353,5.41590700555414,2.48805868645512
"7932","Primeira Liga","Benfica","2020-2021","Midfielder",1.82,1.82,0.676143497367066,0.472777777777778,1.18371770142497,2.50630453422976,0.966325418007983
"7933","Primeira Liga","Benfica","2020-2021","Wide Def",3.92,1.71363516192994,0.945037215100288,0.979444444444444,0.857241360266782,2.33794397412423,0.896594567707812
"7934","Primeira Liga","Benfica","2021-2022","Central Def",7.09,2.5582247389322,0.81693446835394,0.694444444444444,0.963054555984988,3.40491378870255,1.80809099521606
"7935","Primeira Liga","Benfica","2021-2022","Creator",0.47,1.4542025974026,1.06724317221331,0.58625,1.38447679431026,3.30318003344252,0.27949867183008
"7936","Primeira Liga","Benfica","2021-2022","Deep Midfielder",2.14,1.91785930867192,0.478831149524616,0.234444444444444,0.777773944649314,1.29755980128412,1.85018818005808
"7937","Primeira Liga","Benfica","2021-2022","Dribbler",5.11,3.86146997929607,1.30344716802824,1.76388888888889,1.58698011938035,3.24635386221108,1.61188081692329
"7938","Primeira Liga","Benfica","2021-2022","Finisher",12.31,4.71367816091954,1.74682263833895,2.15555555555556,1.94885789222313,4.55560575454568,1.52235600882945
"7939","Primeira Liga","Benfica","2021-2022","Midfielder",2.38,1.22206692330471,1.13346588586684,1.11444444444444,1.55561114007013,1.83231843566374,0.0569557745863641
"7940","Primeira Liga","Benfica","2021-2022","Wide Def",3.14,1.30486763033945,0.994498840809567,1.58444444444444,0.579455629071637,1.77336576706297,0.535621321044263
"7941","Primeira Liga","Benfica","2022-2023","Central Def",7.81,3.63119908391952,1.09304352434824,1.20888888888889,0.943117642026886,2.72349016756265,2.69123961472764
"7942","Primeira Liga","Benfica","2022-2023","Creator",6.54,6.54,2.16744728576155,2.18529411764706,2.40103986957382,3.77527005267017,1.82110791646894
"7943","Primeira Liga","Benfica","2022-2023","Deep Midfielder",9.35,2.67048504741065,1.29091638887152,1.60388888888889,1.33649661623169,2.97094981621325,1.0322275730326
"7944","Primeira Liga","Benfica","2022-2023","Dribbler",9.48,4.67223781998348,1.4660911494882,1.62444444444444,1.49974167719438,3.69578809906664,2.13779927520128
"7945","Primeira Liga","Benfica","2022-2023","Finisher",9.57,6.16264083457526,1.69092472832573,2.21055555555556,2.0726770793767,4.74553099021437,2.15745913859108
"7946","Primeira Liga","Benfica","2022-2023","Midfielder",3.15,3.15,1.27814054994238,1.10647058823529,1.6757210458348,3.27932718171058,1.11704716886522
"7947","Primeira Liga","Benfica","2022-2023","Wide Def",5.9,2.87579387682449,1.00172234029286,0.594444444444444,0.910554016364082,2.66835314318252,2.05816624038951
"7948","Primeira Liga","Benfica","2023-2024","Central Def",6.68,3.49084862385321,0.918471535638328,1.085,0.854714502661306,2.85850485394026,3.00963313504723
"7949","Primeira Liga","Benfica","2023-2024","Creator",9.49,4.29925879710507,1.32296357206995,1.54125,1.77751286013786,3.62007895862323,1.67441557908295
"7950","Primeira Liga","Benfica","2023-2024","Deep Midfielder",2.85,1.55072815533981,0.0221124779661469,-0.165555555555556,1.09357599666022,1.88093913408802,1.39781385293939
"7951","Primeira Liga","Benfica","2023-2024","Dribbler",9.39,6.25167272727273,0.940703967651186,0.846470588235294,1.93845521703618,4.20569248337368,2.73979440584745
"7952","Primeira Liga","Benfica","2023-2024","Finisher",2.84,0.901114982578397,1.44206664902003,1.48,1.88429543399807,3.27974712081139,-0.287084316334542
"7953","Primeira Liga","Benfica","2023-2024","Midfielder",2.94,2.94,0.680844149833229,0.417058823529412,1.10807970142743,1.86349391166795,2.0388026666823
"7954","Primeira Liga","Benfica","2023-2024","Wide Def",3.53,1.82466849744998,0.699394031694277,0.496666666666667,0.603294652634315,1.71898396803255,1.86521538164169
"7955","Primeira Liga","Boavista","2019-2020","Central Def",-1.94,0.0382759831460674,0.737481750896839,-0.0666666666666666,1.2570681950059,4.02662900904349,-0.55621944022495
"7956","Primeira Liga","Boavista","2019-2020","Creator",0.32,0.197486066878981,0.790802449715253,1.065,2.00302576825001,3.70810823286843,-0.296210059920816
"7957","Primeira Liga","Boavista","2019-2020","Deep Midfielder",-2.15,-0.330260416666667,0.852965817223732,0.693333333333333,0.96966171962646,1.73226475357279,-1.2202464116519
"7958","Primeira Liga","Boavista","2019-2020","Dribbler",-1.05,-0.0576209677419355,0.940722761821397,1.48388888888889,1.6805370789875,4.20927706366459,-0.594062304275263
"7959","Primeira Liga","Boavista","2019-2020","Finisher",-0.75,-0.178538812785388,1.79781123411718,2.39333333333333,1.59745982120516,3.23412139173386,-1.23718294549128
"7960","Primeira Liga","Boavista","2019-2020","Midfielder",-0.74,-0.74,0.390117038224848,0.217777777777778,0.843013439419119,1.99721145469658,-1.34056823459844
"7961","Primeira Liga","Boavista","2019-2020","Wide Def",4.06,2.08508272667108,0.878515560334122,1.18666666666667,0.689998496323895,2.13975534610302,1.74865187788841
"7962","Primeira Liga","Boavista","2020-2021","Central Def",0.43,0.490444164214656,0.769594139989214,0.832222222222222,0.92586078784574,3.70157765340442,-0.301503184322208
"7963","Primeira Liga","Boavista","2020-2021","Creator",6.17,2.08546707081841,0.854923849951264,0.86,1.4614421090857,2.21885556086916,0.8420061343634
"7964","Primeira Liga","Boavista","2020-2021","Deep Midfielder",-0.68,-0.0450543622381331,0.48697096181649,0.0516666666666667,1.07780122751171,1.57592269891044,-0.49362100401657
"7965","Primeira Liga","Boavista","2020-2021","Finisher",3.71,2.76283446712018,1.89497013294586,2.57388888888889,1.70630530300353,5.41590700555414,0.508621952148107
"7966","Primeira Liga","Boavista","2020-2021","Midfielder",2.3,2.3,0.676143497367066,0.472777777777778,1.18371770142497,2.50630453422976,1.37182750640471
"7967","Primeira Liga","Boavista","2020-2021","Wide Def",2.7,1.15012068387529,0.945037215100288,0.979444444444444,0.857241360266782,2.33794397412423,0.239236553764953
"7968","Primeira Liga","Boavista","2021-2022","Central Def",-3.92,0.0710370280735721,0.81693446835394,0.694444444444444,0.963054555984988,3.40491378870255,-0.77451213500307
"7969","Primeira Liga","Boavista","2021-2022","Creator",-0.6,1.11659432971649,1.06724317221331,0.58625,1.38447679431026,3.30318003344252,0.0356460705632551
"7970","Primeira Liga","Boavista","2021-2022","Deep Midfielder",-0.64,0.159308323563892,0.478831149524616,0.234444444444444,0.777773944649314,1.29755980128412,-0.410817086582646
"7971","Primeira Liga","Boavista","2021-2022","Dribbler",-0.48,0.465383683360259,1.30344716802824,1.76388888888889,1.58698011938035,3.24635386221108,-0.528086946038878
"7972","Primeira Liga","Boavista","2021-2022","Finisher",4.13,2.4524,1.74682263833895,2.15555555555556,1.94885789222313,4.55560575454568,0.362046593790464
"7973","Primeira Liga","Boavista","2021-2022","Midfielder",1.65,1.65,1.13346588586684,1.11444444444444,1.55561114007013,1.83231843566374,0.332045779840505
"7974","Primeira Liga","Boavista","2021-2022","Wide Def",2.13,0.801886588380717,0.994498840809567,1.58444444444444,0.579455629071637,1.77336576706297,-0.332402073196596
"7975","Primeira Liga","Boavista","2022-2023","Central Def",-1.25,0.262988088320744,1.09304352434824,1.20888888888889,0.943117642026886,2.72349016756265,-0.880118660746917
"7976","Primeira Liga","Boavista","2022-2023","Creator",-0.27,0.0803185185185185,2.16744728576155,2.18529411764706,2.40103986957382,3.77527005267017,-0.86926035410378
"7977","Primeira Liga","Boavista","2022-2023","Deep Midfielder",0.55,1.52034579112819,1.29091638887152,1.60388888888889,1.33649661623169,2.97094981621325,0.171664783487106
"7978","Primeira Liga","Boavista","2022-2023","Dribbler",1.97,1.68773104593248,1.4660911494882,1.62444444444444,1.49974167719438,3.69578809906664,0.147785381852504
"7979","Primeira Liga","Boavista","2022-2023","Finisher",3.25,2.27590790616855,1.69092472832573,2.21055555555556,2.0726770793767,4.74553099021437,0.28223556079403
"7980","Primeira Liga","Boavista","2022-2023","Midfielder",1.48,0.943633952254642,1.27814054994238,1.10647058823529,1.6757210458348,3.27932718171058,-0.199619500226005
"7981","Primeira Liga","Boavista","2022-2023","Wide Def",4.37,2.17836815358554,1.00172234029286,0.594444444444444,0.910554016364082,2.66835314318252,1.29223065534446
"7982","Primeira Liga","Boavista","2023-2024","Central Def",2.5,1.11311980220274,0.918471535638328,1.085,0.854714502661306,2.85850485394026,0.227734835384613
"7983","Primeira Liga","Boavista","2023-2024","Creator",0.24,0.1860103626943,1.32296357206995,1.54125,1.77751286013786,3.62007895862323,-0.639631495711074
"7984","Primeira Liga","Boavista","2023-2024","Deep Midfielder",0.09,0.09,0.0221124779661469,-0.165555555555556,1.09357599666022,1.88093913408802,0.0620784675607194
"7985","Primeira Liga","Boavista","2023-2024","Dribbler",-1.79,-0.104670487106017,0.940703967651186,0.846470588235294,1.93845521703618,4.20569248337368,-0.539282231320019
"7986","Primeira Liga","Boavista","2023-2024","Finisher",3.39,3.50625342197888,1.44206664902003,1.48,1.88429543399807,3.27974712081139,1.09546875490702
"7987","Primeira Liga","Boavista","2023-2024","Midfielder",-1.77,-0.0324908582490858,0.680844149833229,0.417058823529412,1.10807970142743,1.86349391166795,-0.643757851681063
"7988","Primeira Liga","Boavista","2023-2024","Wide Def",-1.48,0.0795486245641225,0.699394031694277,0.496666666666667,0.603294652634315,1.71898396803255,-1.02743394860798
"7989","Primeira Liga","Braga","2019-2020","Central Def",-4.24,0.471624055781522,0.737481750896839,-0.0666666666666666,1.2570681950059,4.02662900904349,-0.211490272501937
"7990","Primeira Liga","Braga","2019-2020","Deep Midfielder",-0.19,0.907024349979364,0.852965817223732,0.693333333333333,0.96966171962646,1.73226475357279,0.0557498885038557
"7991","Primeira Liga","Braga","2019-2020","Dribbler",11.25,3.82435358140903,0.940722761821397,1.48388888888889,1.6805370789875,4.20927706366459,1.7158983610912
"7992","Primeira Liga","Braga","2019-2020","Finisher",5.26,4.16713958154199,1.79781123411718,2.39333333333333,1.59745982120516,3.23412139173386,1.48318493897226
"7993","Primeira Liga","Braga","2019-2020","Midfielder",4.87,1.79082797082797,0.390117038224848,0.217777777777778,0.843013439419119,1.99721145469658,1.66155231590173
"7994","Primeira Liga","Braga","2019-2020","Wide Def",1.91,1.63111269360869,0.878515560334122,1.18666666666667,0.689998496323895,2.13975534610302,1.0907228599543
"7995","Primeira Liga","Braga","2020-2021","Central Def",-2.55,-0.200723945902943,0.769594139989214,0.832222222222222,0.92586078784574,3.70157765340442,-1.04801725986242
"7996","Primeira Liga","Braga","2020-2021","Creator",1.51,0.439155097183657,0.854923849951264,0.86,1.4614421090857,2.21885556086916,-0.284492112402398
"7997","Primeira Liga","Braga","2020-2021","Deep Midfielder",1.85,1.85,0.48697096181649,0.0516666666666667,1.07780122751171,1.57592269891044,1.26463860254668
"7998","Primeira Liga","Braga","2020-2021","Dribbler",5.22,5.22,1.40569841092464,0.858235294117647,1.81720623447412,3.87402929018051,2.09899213238126
"7999","Primeira Liga","Braga","2020-2021","Finisher",7.61,3.07411336938281,1.89497013294586,2.57388888888889,1.70630530300353,5.41590700555414,0.691050560741597
