"Team","Comp","Season","Player","Nation","Pos","Age","WeeklyWageEUR","WeeklyWageGBP","WeeklyWageUSD","AnnualWageEUR","AnnualWageGBP","AnnualWageUSD","Notes","Url","WeeklyWageEUR_num"
"Union Berlin","Bundesliga","2023-2024","Diogo Leite","POR","DF",24,6538,5588,7054,340000,290595,366815,"Unverified estimation","https://fbref.com/en/players/c4987edc/Diogo-Leite",6538
"Union Berlin","Bundesliga","2023-2024","Aljoscha Kemlein","","DM",19,2885,2465,3112,150000,128204,161830,"Unverified estimation",NA,2885
"Union Berlin","Bundesliga","2023-2024","Laurenz Dehl","GER","MF",21,2308,1972,2490,120000,102563,129464,"Unverified estimation","https://fbref.com/en/players/d3b50f69/Laurenz-Dehl",2308
"Union Berlin","Bundesliga","2023-2024","Yannic Stein","","GK",18,2308,1972,2490,120000,102563,129464,"Unverified estimation",NA,2308
"Wolfsburg","Bundesliga","2023-2024","Maximilian Arnold","GER","MF",29,105769,90400,114111,5500000,4700799,5933773,"Unverified estimation","https://fbref.com/en/players/86e119e0/Maximilian-Arnold",105769
"Wolfsburg","Bundesliga","2023-2024","Lovro Majer","CRO","MF,FW",25,90769,77580,97928,4720000,4034140,5092256,"","https://fbref.com/en/players/fc46aab1/Lovro-Majer",90769
"Wolfsburg","Bundesliga","2023-2024","Koen Casteels","BEL","GK",31,76923,65745,82990,4e+06,3418763,4315471,"Unverified estimation","https://fbref.com/en/players/db401046/Koen-Casteels",76923
"Wolfsburg","Bundesliga","2023-2024","Maxence Lacroix","FRA","DF",23,69615,59500,75106,3620000,3093980,3905501,"Unverified estimation","https://fbref.com/en/players/277c49ed/Maxence-Lacroix",69615
"Wolfsburg","Bundesliga","2023-2024","Yannick Gerhardt","GER","MF,DF",29,69231,59171,74691,3600000,3076887,3883924,"Unverified estimation","https://fbref.com/en/players/62ab9184/Yannick-Gerhardt",69231
"Wolfsburg","Bundesliga","2023-2024","Mattias Svanberg","SWE","MF",24,54423,46515,58715,2830000,2418775,3053196,"Unverified estimation","https://fbref.com/en/players/92d83c27/Mattias-Svanberg",54423
"Wolfsburg","Bundesliga","2023-2024","Aster Vranckx","BEL","MF",20,54423,46515,58715,2830000,2418775,3053196,"Unverified estimation","https://fbref.com/en/players/f86cd5df/Aster-Vranckx",54423
"Wolfsburg","Bundesliga","2023-2024","Sebastiaan Bornauw","BEL","DF",24,54231,46351,58508,2820000,2410228,3042407,"Unverified estimation","https://fbref.com/en/players/01834aa0/Sebastiaan-Bornauw",54231
"Wolfsburg","Bundesliga","2023-2024","Jonas Wind","DEN","FW",24,39231,33530,42325,2040000,1743569,2200890,"Unverified estimation","https://fbref.com/en/players/2077ae86/Jonas-Wind",39231
"Wolfsburg","Bundesliga","2023-2024","Lukas Nmecha","GER","FW",24,38462,32873,41495,2e+06,1709381,2157736,"Unverified estimation","https://fbref.com/en/players/0cc5f4a5/Lukas-Nmecha",38462
"Wolfsburg","Bundesliga","2023-2024","Patrick Wimmer","AUT","FW,MF",22,38462,32873,41495,2e+06,1709381,2157736,"Unverified estimation","https://fbref.com/en/players/cb11b429/Patrick-Wimmer",38462
"Wolfsburg","Bundesliga","2023-2024","Joakim Mæhle","DEN","DF",26,36538,31229,39420,1900000,1623912,2049849,"Unverified estimation","https://fbref.com/en/players/c459a650/Joakim-Maehle",36538
"Wolfsburg","Bundesliga","2023-2024","Ridle Baku","GER","DF,MF",25,34615,29585,37345,1800000,1538443,1941962,"Unverified estimation","https://fbref.com/en/players/442b56fa/Ridle-Baku",34615
"Wolfsburg","Bundesliga","2023-2024","Rogério","BRA","DF",25,32692,27942,35271,1700000,1452974,1834075,"Unverified estimation","https://fbref.com/en/players/10e7f486/Rogerio",32692
"Wolfsburg","Bundesliga","2023-2024","Václav Černý","CZE","FW,MF",25,30769,26298,33196,1600000,1367505,1726188,"Unverified estimation","https://fbref.com/en/players/bb1cf301/Vaclav-Cerny",30769
"Wolfsburg","Bundesliga","2023-2024","Amin Sarr","SWE","FW,MF",22,28846,24655,31121,1500000,1282036,1618302,"Unverified estimation","https://fbref.com/en/players/d5326924/Amin-Sarr",28846
"Wolfsburg","Bundesliga","2023-2024","Tiago Tomás","POR","FW,MF",21,28846,24655,31121,1500000,1282036,1618302,"Unverified estimation","https://fbref.com/en/players/b492126a/Tiago-Tomas",28846
"Wolfsburg","Bundesliga","2023-2024","Moritz Jenz","GER","DF",24,26923,23011,29046,1400000,1196567,1510415,"Unverified estimation","https://fbref.com/en/players/ee644761/Moritz-Jenz",26923
"Wolfsburg","Bundesliga","2023-2024","Pavao Pervan","AUT","GK",35,23077,19724,24897,1200000,1025629,1294641,"Unverified estimation","https://fbref.com/en/players/c89e8aae/Pavao-Pervan",23077
"Wolfsburg","Bundesliga","2023-2024","Nicolas Cozza","FRA","DF",24,22115,18902,23860,1150000,982894,1240698,"Unverified estimation","https://fbref.com/en/players/8f325097/Nicolas-Cozza",22115
"Wolfsburg","Bundesliga","2023-2024","Jakub Kamiński","POL","FW,MF",21,22115,18902,23860,1150000,982894,1240698,"Unverified estimation","https://fbref.com/en/players/202b3b68/Jakub-Kaminski",22115
"Wolfsburg","Bundesliga","2023-2024","Cedric Zesiger","SUI","DF",25,19231,16436,20747,1e+06,854691,1078868,"Unverified estimation","https://fbref.com/en/players/2bab583c/Cedric-Zesiger",19231
"Wolfsburg","Bundesliga","2023-2024","Kevin Paredes","USA","FW,MF",20,17308,14793,18673,9e+05,769222,970981,"Unverified estimation","https://fbref.com/en/players/5c50fdbc/Kevin-Paredes",17308
"Wolfsburg","Bundesliga","2023-2024","Kilian Fischer","GER","DF",22,16731,14300,18050,870000,743581,938615,"Unverified estimation","https://fbref.com/en/players/79f7302a/Kilian-Fischer",16731
"Wolfsburg","Bundesliga","2023-2024","Dzenan Pejcinovic","","CF",18,9231,7889,9959,480000,410252,517857,"Unverified estimation",NA,9231
"Wolfsburg","Bundesliga","2023-2024","Niklas Klinger","GER","GK",27,5769,4931,6224,3e+05,256407,323660,"Unverified estimation","https://fbref.com/en/players/74d654b4/Niklas-Klinger",5769
"Wolfsburg","Bundesliga","2023-2024","Philipp Schulze","GER","GK",20,2885,2465,3112,150000,128204,161830,"Unverified estimation","https://fbref.com/en/players/f79759b4/Philipp-Schulze",2885
"Wolfsburg","Bundesliga","2023-2024","Ulysses Llanez","USA","LW",22,2885,2465,3112,150000,128204,161830,"Unverified estimation","https://fbref.com/en/players/77efd5bf/Ulysses-Llanez",2885
"Wolfsburg","Bundesliga","2023-2024","Felix Lange","","CB",19,2308,1972,2490,120000,102563,129464,"Unverified estimation",NA,2308
"Bochum","Bundesliga","2023-2024","Ivan Ordets","UKR","DF",31,36346,31065,39213,1890000,1615365,2039060,"","https://fbref.com/en/players/86c75897/Ivan-Ordets",36346
"Bochum","Bundesliga","2023-2024","Lys Mousset","FRA","CF",27,23654,20217,25519,1230000,1051270,1327007,"","https://fbref.com/en/players/d9cfca3d/Lys-Mousset",23654
"Bochum","Bundesliga","2023-2024","Bernardo","BRA","DF",28,23077,19724,24897,1200000,1025629,1294641,"Unverified estimation","https://fbref.com/en/players/17370b95/Bernardo",23077
"Bochum","Bundesliga","2023-2024","Erhan Mašović","SRB","DF,MF",24,23077,19724,24897,1200000,1025629,1294641,"Unverified estimation","https://fbref.com/en/players/a396fb61/Erhan-Masovic",23077
"Bochum","Bundesliga","2023-2024","Felix Passlack","GER","DF",25,19231,16436,20747,1e+06,854691,1078868,"Unverified estimation","https://fbref.com/en/players/5c899683/Felix-Passlack",19231
"Bochum","Bundesliga","2023-2024","Manuel Riemann","GER","GK",34,16154,13807,17428,840000,717940,906249,"Unverified estimation","https://fbref.com/en/players/9f941969/Manuel-Riemann",16154
"Bochum","Bundesliga","2023-2024","Maximilian Wittek","GER","DF,FW",27,15385,13149,16598,8e+05,683753,863094,"Unverified estimation","https://fbref.com/en/players/edb2712b/Maximilian-Wittek",15385
"Bochum","Bundesliga","2023-2024","Philipp Hofmann","GER","FW",30,15000,12820,16183,780000,666659,841517,"Unverified estimation","https://fbref.com/en/players/877bc844/Philipp-Hofmann",15000
"Bochum","Bundesliga","2023-2024","Gonçalo Paciência","POR","FW",28,13846,11834,14938,720000,615377,776785,"Unverified estimation","https://fbref.com/en/players/962e54cb/Goncalo-Paciencia",13846
"Bochum","Bundesliga","2023-2024","Kevin Stöger","AUT","MF",29,13846,11834,14938,720000,615377,776785,"Unverified estimation","https://fbref.com/en/players/e5649a78/Kevin-Stoger",13846
"Bochum","Bundesliga","2023-2024","Matúš Bero","SVK","MF,FW",27,13462,11505,14523,7e+05,598283,755207,"Unverified estimation","https://fbref.com/en/players/b5e0af76/Matus-Bero",13462
"Bochum","Bundesliga","2023-2024","Philipp Förster","GER","MF,FW",28,11538,9862,12448,6e+05,512814,647321,"Unverified estimation","https://fbref.com/en/players/76fa965f/Philipp-Forster",11538
"Bochum","Bundesliga","2023-2024","Cristian Gamboa","CRC","DF",33,11538,9862,12448,6e+05,512814,647321,"Unverified estimation","https://fbref.com/en/players/f27680d9/Cristian-Gamboa",11538
"Bochum","Bundesliga","2023-2024","Keven Schlotterbeck","GER","DF",26,10385,8876,11204,540000,461533,582589,"Unverified estimation","https://fbref.com/en/players/f6bdc830/Keven-Schlotterbeck",10385
"Bochum","Bundesliga","2023-2024","Anthony Losilla","FRA","MF",37,10385,8876,11204,540000,461533,582589,"Unverified estimation","https://fbref.com/en/players/07c7eb0c/Anthony-Losilla",10385
"Bochum","Bundesliga","2023-2024","Patrick Osterhage","GER","MF",23,10000,8547,10789,520000,444439,561011,"Unverified estimation","https://fbref.com/en/players/9662c9ec/Patrick-Osterhage",10000
"Bochum","Bundesliga","2023-2024","Lukas Daschner","GER","MF,FW",24,9615,8218,10374,5e+05,427345,539434,"Unverified estimation","https://fbref.com/en/players/93a8c4f9/Lukas-Daschner",9615
"Bochum","Bundesliga","2023-2024","Takuma Asano","JPN","FW,MF",28,8654,7396,9336,450000,384611,485491,"Unverified estimation","https://fbref.com/en/players/13ddc856/Takuma-Asano",8654
"Bochum","Bundesliga","2023-2024","Moritz-Broni Kwarteng","GHA","FW",25,8654,7396,9336,450000,384611,485491,"Unverified estimation","https://fbref.com/en/players/1e2057aa/Moritz-Broni-Kwarteng",8654
"Bochum","Bundesliga","2023-2024","Danilo Soares","BRA","DF",31,8269,7068,8921,430000,367517,463913,"Unverified estimation","https://fbref.com/en/players/c05f2f8c/Danilo-Soares",8269
"Bochum","Bundesliga","2023-2024","Jordi Osei-Tutu","ENG","DF,MF",24,7500,6410,8092,390000,333329,420758,"Unverified estimation","https://fbref.com/en/players/0a16eb36/Jordi-Osei-Tutu",7500
"Bochum","Bundesliga","2023-2024","Noah Loosli","SUI","DF",26,7115,6081,7677,370000,316236,399181,"Unverified estimation","https://fbref.com/en/players/5dbfd101/Noah-Loosli",7115
"Bochum","Bundesliga","2023-2024","Michael Esser","GER","GK",35,6346,5424,6847,330000,282048,356026,"Unverified estimation","https://fbref.com/en/players/83e0eeb4/Michael-Esser",6346
"Bochum","Bundesliga","2023-2024","Christopher Antwi-Adjei","GHA","FW,MF",29,5769,4931,6224,3e+05,256407,323660,"Unverified estimation","https://fbref.com/en/players/0a3f6cde/Christopher-Antwi-Adjei",5769
"Bochum","Bundesliga","2023-2024","Tim Oermann","GER","DF",19,5192,4438,5602,270000,230766,291294,"Unverified estimation","https://fbref.com/en/players/57ec75bf/Tim-Oermann",5192
"Bochum","Bundesliga","2023-2024","Niclas Thiede","GER","GK",24,3462,2959,3735,180000,153844,194196,"Unverified estimation","https://fbref.com/en/players/cac55e10/Niclas-Thiede",3462
"Bochum","Bundesliga","2023-2024","Moritz Römling","GER","FW",22,2308,1972,2490,120000,102563,129464,"Unverified estimation","https://fbref.com/en/players/b5f8aae9/Moritz-Romling",2308
"Bochum","Bundesliga","2023-2024","Moritz Broschinski","","CF",22,2308,1972,2490,120000,102563,129464,"Unverified estimation",NA,2308
"Bochum","Bundesliga","2023-2024","Mohammed Tolba","","CB",19,2308,1972,2490,120000,102563,129464,"Unverified estimation",NA,2308
"Bochum","Bundesliga","2023-2024","Mats Pannewig","","CM",18,2308,1972,2490,120000,102563,129464,"Unverified estimation",NA,2308
"Mainz 05","Bundesliga","2023-2024","Ludovic Ajorque","FRA","FW",29,41538,35503,44815,2160000,1846132,2330354,"Unverified estimation","https://fbref.com/en/players/462475ed/Ludovic-Ajorque",41538
"Mainz 05","Bundesliga","2023-2024","Edimilson Fernandes","SUI","DF",27,38077,32544,41080,1980000,1692288,2136158,"Unverified estimation","https://fbref.com/en/players/3bb625ac/Edimilson-Fernandes",38077
"Mainz 05","Bundesliga","2023-2024","Silvan Widmer","SUI","DF",30,36346,31065,39213,1890000,1615365,2039060,"Unverified estimation","https://fbref.com/en/players/f68b64fc/Silvan-Widmer",36346
"Mainz 05","Bundesliga","2023-2024","Lee Jae-sung","KOR","MF,FW",30,36346,31065,39213,1890000,1615365,2039060,"Unverified estimation","https://fbref.com/en/players/34b0387f/Lee-Jae-sung",36346
"Mainz 05","Bundesliga","2023-2024","Stefan Bell","GER","DF",31,34615,29585,37345,1800000,1538443,1941962,"","https://fbref.com/en/players/857a5abe/Stefan-Bell",34615
"Mainz 05","Bundesliga","2023-2024","Dominik Kohr","GER","DF,MF",29,34615,29585,37345,1800000,1538443,1941962,"Unverified estimation","https://fbref.com/en/players/0fbecd11/Dominik-Kohr",34615
"Mainz 05","Bundesliga","2023-2024","Karim Onisiwo","AUT","FW,MF",31,32692,27942,35271,1700000,1452974,1834075,"Unverified estimation","https://fbref.com/en/players/f26834c7/Karim-Onisiwo",32692
"Mainz 05","Bundesliga","2023-2024","Anthony Caci","FRA","DF",26,32308,27613,34856,1680000,1435880,1812498,"Unverified estimation","https://fbref.com/en/players/0118c54c/Anthony-Caci",32308
"Mainz 05","Bundesliga","2023-2024","Leandro Barreiro Martins","LUX","MF",23,32308,27613,34856,1680000,1435880,1812498,"Unverified estimation","https://fbref.com/en/players/00242b75/Leandro-Barreiro-Martins",32308
"Mainz 05","Bundesliga","2023-2024","Jonathan Burkardt","GER","FW,MF",23,28846,24655,31121,1500000,1282036,1618302,"Unverified estimation","https://fbref.com/en/players/05f99a4a/Jonathan-Burkardt",28846
"Mainz 05","Bundesliga","2023-2024","Robin Zentner","GER","GK",28,28846,24655,31121,1500000,1282036,1618302,"Unverified estimation","https://fbref.com/en/players/5c4bf6ba/Robin-Zentner",28846
"Mainz 05","Bundesliga","2023-2024","Tom Krauß","GER","MF",22,26923,23011,29046,1400000,1196567,1510415,"Unverified estimation","https://fbref.com/en/players/9f77012e/Tom-Krauss",26923
"Mainz 05","Bundesliga","2023-2024","Andreas Hanche-Olsen","NOR","DF",26,23077,19724,24897,1200000,1025629,1294641,"Unverified estimation","https://fbref.com/en/players/2e77d607/Andreas-Hanche-Olsen",23077
"Mainz 05","Bundesliga","2023-2024","Maxim Leitsch","GER","DF",25,18462,15779,19918,960000,820503,1035713,"Unverified estimation","https://fbref.com/en/players/7e12a98d/Maxim-Leitsch",18462
"Mainz 05","Bundesliga","2023-2024","Danny da Costa","GER","DF",30,18462,15779,19918,960000,820503,1035713,"Unverified estimation","https://fbref.com/en/players/5ddb8f9f/Danny-da-Costa",18462
"Mainz 05","Bundesliga","2023-2024","Phillipp Mwene","AUT","DF,MF",29,17308,14793,18673,9e+05,769222,970981,"Unverified estimation","https://fbref.com/en/players/2ff76adc/Phillipp-Mwene",17308
"Mainz 05","Bundesliga","2023-2024","Aymen Barkok","MAR","MF,FW",25,16154,13807,17428,840000,717940,906249,"Unverified estimation","https://fbref.com/en/players/a2a85828/Aymen-Barkok",16154
"Mainz 05","Bundesliga","2023-2024","Marco Richter","GER","MF,FW",25,15385,13149,16598,8e+05,683753,863094,"Unverified estimation","https://fbref.com/en/players/f972644c/Marco-Richter",15385
"Mainz 05","Bundesliga","2023-2024","Sepp van den Berg","NED","DF",21,10385,8876,11204,540000,461533,582589,"Unverified estimation","https://fbref.com/en/players/7bf9400b/Sepp-van-den-Berg",10385
"Mainz 05","Bundesliga","2023-2024","Nelson Weiper","GER","FW,MF",18,6923,5917,7469,360000,307689,388392,"Unverified estimation","https://fbref.com/en/players/231c67ff/Nelson-Weiper",6923
"Mainz 05","Bundesliga","2023-2024","Lasse Rieß","GER","GK",22,4615,3945,4979,240000,205126,258928,"Unverified estimation","https://fbref.com/en/players/25877714/Lasse-Riess",4615
"Mainz 05","Bundesliga","2023-2024","Daniel Batz","GER","GK",32,4231,3616,4564,220000,188032,237351,"Unverified estimation","https://fbref.com/en/players/ec759ba1/Daniel-Batz",4231
"Mainz 05","Bundesliga","2023-2024","Philipp Schulz","GER","CB",18,2885,2465,3112,150000,128204,161830,"Unverified estimation","https://fbref.com/en/players/0c558008/Philipp-Schulz",2885
"Mainz 05","Bundesliga","2023-2024","Eniss Shabani","ALB","CM",20,2885,2465,3112,150000,128204,161830,"Unverified estimation","https://fbref.com/en/players/0c88efca/Eniss-Shabani",2885
"Mainz 05","Bundesliga","2023-2024","Brajan Gruda","","RW",19,2308,1972,2490,120000,102563,129464,"Unverified estimation",NA,2308
"Mainz 05","Bundesliga","2023-2024","Matondo-Merveille Papela","GER","MF,DF",22,2308,1972,2490,120000,102563,129464,"Unverified estimation","https://fbref.com/en/players/b4b08774/Matondo-Merveille-Papela",2308
"Koln","Bundesliga","2023-2024","Luca Waldschmidt","GER","FW,MF",27,65385,55884,70541,3400000,2905948,3668151,"Unverified estimation","https://fbref.com/en/players/e5a35ae9/Luca-Waldschmidt",65385
"Koln","Bundesliga","2023-2024","Mark Uth","GER","MF,FW",31,34615,29585,37345,1800000,1538443,1941962,"Unverified estimation","https://fbref.com/en/players/a3ddb1b9/Mark-Uth",34615
"Koln","Bundesliga","2023-2024","Davie Selke","GER","FW",28,28846,24655,31121,1500000,1282036,1618302,"Unverified estimation","https://fbref.com/en/players/1238a3f9/Davie-Selke",28846
"Koln","Bundesliga","2023-2024","Florian Kainz","AUT","MF,FW",30,26923,23011,29046,1400000,1196567,1510415,"Unverified estimation","https://fbref.com/en/players/94c18565/Florian-Kainz",26923
"Koln","Bundesliga","2023-2024","Marvin Schwäbe","GER","GK",28,23077,19724,24897,1200000,1025629,1294641,"Unverified estimation","https://fbref.com/en/players/87436846/Marvin-Schwabe",23077
"Koln","Bundesliga","2023-2024","Jan Thielmann","GER","FW,DF",21,23077,19724,24897,1200000,1025629,1294641,"Unverified estimation","https://fbref.com/en/players/fd53759d/Jan-Thielmann",23077
"Koln","Bundesliga","2023-2024","Timo Hübers","GER","DF",27,21731,18573,23445,1130000,965800,1219121,"Unverified estimation","https://fbref.com/en/players/94302c52/Timo-Hubers",21731
"Koln","Bundesliga","2023-2024","Dominique Heintz","GER","DF",29,19231,16436,20747,1e+06,854691,1078868,"Unverified estimation","https://fbref.com/en/players/699fb8db/Dominique-Heintz",19231
"Koln","Bundesliga","2023-2024","Benno Schmitz","GER","DF",28,17308,14793,18673,9e+05,769222,970981,"Unverified estimation","https://fbref.com/en/players/ad00b1a8/Benno-Schmitz",17308
"Koln","Bundesliga","2023-2024","Leart Paqarada","KVX","DF",28,16346,13971,17635,850000,726487,917038,"Unverified estimation","https://fbref.com/en/players/82bfc14d/Leart-Paqarada",16346
"Koln","Bundesliga","2023-2024","Dejan Ljubicic","AUT","MF,FW",25,16154,13807,17428,840000,717940,906249,"Unverified estimation","https://fbref.com/en/players/c455a2b2/Dejan-Ljubicic",16154
"Koln","Bundesliga","2023-2024","Julian Chabot","GER","DF",25,13846,11834,14938,720000,615377,776785,"Unverified estimation","https://fbref.com/en/players/ae7058f9/Julian-Chabot",13846
"Koln","Bundesliga","2023-2024","Steffen Tigges","GER","FW,MF",25,12692,10848,13693,660000,564096,712053,"Unverified estimation","https://fbref.com/en/players/6b8887c2/Steffen-Tigges",12692
"Koln","Bundesliga","2023-2024","Sargis Adamyan","ARM","FW,MF",30,11538,9862,12448,6e+05,512814,647321,"Unverified estimation","https://fbref.com/en/players/22919e97/Sargis-Adamyan",11538
"Koln","Bundesliga","2023-2024","Dimitris Limnios","GRE","FW,MF",25,11538,9862,12448,6e+05,512814,647321,"Unverified estimation","https://fbref.com/en/players/62c7067a/Dimitris-Limnios",11538
"Koln","Bundesliga","2023-2024","Faride Alidou","GER","FW,MF",22,9231,7889,9959,480000,410252,517857,"Unverified estimation","https://fbref.com/en/players/00f518d8/Faride-Alidou",9231
"Koln","Bundesliga","2023-2024","Jacob Christensen","","DM",22,8654,7396,9336,450000,384611,485491,"Unverified estimation",NA,8654
"Koln","Bundesliga","2023-2024","Florian Dietz","GER","FW,DF",24,6923,5917,7469,360000,307689,388392,"Unverified estimation","https://fbref.com/en/players/8779ddf8/Florian-Dietz",6923
"Koln","Bundesliga","2023-2024","Linton Maina","GER","FW,MF",24,6923,5917,7469,360000,307689,388392,"Unverified estimation","https://fbref.com/en/players/e5d85da8/Linton-Maina",6923
"Koln","Bundesliga","2023-2024","Luca Kilian","GER","DF",23,6923,5917,7469,360000,307689,388392,"Unverified estimation","https://fbref.com/en/players/610aa1e9/Luca-Kilian",6923
"Koln","Bundesliga","2023-2024","Rasmus Carstensen","","RB",23,5769,4931,6224,3e+05,256407,323660,"Unverified estimation",NA,5769
"Koln","Bundesliga","2023-2024","Eric Martel","GER","MF",21,5192,4438,5602,270000,230766,291294,"Unverified estimation","https://fbref.com/en/players/92a16062/Eric-Martel",5192
"Koln","Bundesliga","2023-2024","Denis Huseinbasic","GER","MF",22,4615,3945,4979,240000,205126,258928,"Unverified estimation","https://fbref.com/en/players/b116c6e3/Denis-Huseinbasic",4615
"Koln","Bundesliga","2023-2024","Mathias Olesen","LUX","MF,FW",22,4615,3945,4979,240000,205126,258928,"Unverified estimation","https://fbref.com/en/players/86adbcc7/Mathias-Olesen",4615
"Koln","Bundesliga","2023-2024","Jonas Nickisch","","GK",19,3846,3287,4150,2e+05,170938,215774,"Unverified estimation",NA,3846
"Koln","Bundesliga","2023-2024","Philipp Pentke","GER","GK",38,3462,2959,3735,180000,153844,194196,"Unverified estimation","https://fbref.com/en/players/c41f7379/Philipp-Pentke",3462
"Koln","Bundesliga","2023-2024","Elias Bakatukanda","","CB",19,2885,2465,3112,150000,128204,161830,"Unverified estimation",NA,2885
"Koln","Bundesliga","2023-2024","Damion Downs","","CF",19,2500,2137,2697,130000,111110,140253,"Unverified estimation",NA,2500
"Koln","Bundesliga","2023-2024","Matthias Köbbing","GER","GK",26,2308,1972,2490,120000,102563,129464,"Unverified estimation","https://fbref.com/en/players/56478677/Matthias-Kobbing",2308
"Koln","Bundesliga","2023-2024","Max Finkgräfe","","LB",19,2308,1972,2490,120000,102563,129464,"Unverified estimation",NA,2308
"Koln","Bundesliga","2023-2024","Noah Katterbach","GER","LB",22,2308,1972,2490,120000,102563,129464,"Unverified estimation","https://fbref.com/en/players/e27de4fa/Noah-Katterbach",2308
"Darmstadt 98","Bundesliga","2023-2024","Bartol Franjić","CRO","MF",23,25962,22189,28009,1350000,1153832,1456472,"Unverified estimation","https://fbref.com/en/players/697dc00a/Bartol-Franjic",25962
"Darmstadt 98","Bundesliga","2023-2024","Klaus Gjasula","ALB","DF,MF",33,15385,13149,16598,8e+05,683753,863094,"Unverified estimation","https://fbref.com/en/players/431c837b/Klaus-Gjasula",15385
"Darmstadt 98","Bundesliga","2023-2024","Tobias Kempe","GER","MF",34,15000,12820,16183,780000,666659,841517,"Unverified estimation","https://fbref.com/en/players/d7cdfd81/Tobias-Kempe",15000
"Darmstadt 98","Bundesliga","2023-2024","Christoph Zimmermann","GER","DF",30,15000,12820,16183,780000,666659,841517,"Unverified estimation","https://fbref.com/en/players/2d5f03bf/Christoph-Zimmermann",15000
"Darmstadt 98","Bundesliga","2023-2024","Marcel Schuhen","GER","GK",30,14423,12327,15561,750000,641018,809151,"Unverified estimation","https://fbref.com/en/players/5fa2e0cf/Marcel-Schuhen",14423
"Darmstadt 98","Bundesliga","2023-2024","Fabian Holland","GER","MF,DF",33,13846,11834,14938,720000,615377,776785,"Unverified estimation","https://fbref.com/en/players/017018d1/Fabian-Holland",13846
"Darmstadt 98","Bundesliga","2023-2024","Matthias Bader","GER","DF,MF",26,13462,11505,14523,7e+05,598283,755207,"Unverified estimation","https://fbref.com/en/players/3489184e/Matthias-Bader",13462
"Darmstadt 98","Bundesliga","2023-2024","Christoph Klarer","AUT","DF",23,11538,9862,12448,6e+05,512814,647321,"Unverified estimation","https://fbref.com/en/players/144e8717/Christoph-Klarer",11538
"Darmstadt 98","Bundesliga","2023-2024","Luca Pfeiffer","GER","FW,MF",26,11538,9862,12448,6e+05,512814,647321,"Unverified estimation","https://fbref.com/en/players/83e1f40e/Luca-Pfeiffer",11538
"Darmstadt 98","Bundesliga","2023-2024","Braydon Manu","GHA","MF",26,10769,9204,11619,560000,478627,604166,"Unverified estimation","https://fbref.com/en/players/e9a97974/Braydon-Manu",10769
"Darmstadt 98","Bundesliga","2023-2024","Matej Maglica","CRO","DF",24,9615,8218,10374,5e+05,427345,539434,"Unverified estimation","https://fbref.com/en/players/36cf2caf/Matej-Maglica",9615
"Darmstadt 98","Bundesliga","2023-2024","Fabian Nürnberger","GER","DF,MF",24,9615,8218,10374,5e+05,427345,539434,"Unverified estimation","https://fbref.com/en/players/178018f9/Fabian-Nurnberger",9615
"Darmstadt 98","Bundesliga","2023-2024","Oscar Vilhelmsson","","CF",19,9231,7889,9959,480000,410252,517857,"Unverified estimation",NA,9231
"Darmstadt 98","Bundesliga","2023-2024","Fraser Hornby","SCO","FW,MF",23,8846,7561,9544,460000,393158,496279,"Unverified estimation","https://fbref.com/en/players/29aee77c/Fraser-Hornby",8846
"Darmstadt 98","Bundesliga","2023-2024","Filip Stojilković","SUI","FW,MF",23,8654,7396,9336,450000,384611,485491,"Unverified estimation","https://fbref.com/en/players/0cbe584d/Filip-Stojilkovic",8654
"Darmstadt 98","Bundesliga","2023-2024","Tim Skarke","GER","FW,DF",26,8077,6903,8714,420000,358970,453124,"Unverified estimation","https://fbref.com/en/players/65857fdf/Tim-Skarke",8077
"Darmstadt 98","Bundesliga","2023-2024","Fabian Schnellhardt","GER","MF",29,7308,6246,7884,380000,324782,409970,"Unverified estimation","https://fbref.com/en/players/8575037f/Fabian-Schnellhardt",7308
"Darmstadt 98","Bundesliga","2023-2024","Mathias Honsak","AUT","MF,FW",26,6346,5424,6847,330000,282048,356026,"Unverified estimation","https://fbref.com/en/players/3dbdbb6a/Mathias-Honsak",6346
"Darmstadt 98","Bundesliga","2023-2024","Andreas Müller","GER","MF",23,6154,5260,6639,320000,273501,345238,"Unverified estimation","https://fbref.com/en/players/2244908c/Andreas-Muller",6154
"Darmstadt 98","Bundesliga","2023-2024","Clemens Riedel","GER","DF",20,5769,4931,6224,3e+05,256407,323660,"Unverified estimation","https://fbref.com/en/players/77cfae67/Clemens-Riedel",5769
"Darmstadt 98","Bundesliga","2023-2024","Marvin Mehlem","GER","MF",25,5577,4767,6017,290000,247860,312872,"Unverified estimation","https://fbref.com/en/players/10876d02/Marvin-Mehlem",5577
"Darmstadt 98","Bundesliga","2023-2024","Alexander Brunst","GER","GK",28,4615,3945,4979,240000,205126,258928,"Unverified estimation","https://fbref.com/en/players/99219195/Alexander-Brunst",4615
"Darmstadt 98","Bundesliga","2023-2024","Emir Karic","AUT","DF",26,3269,2794,3527,170000,145297,183408,"Unverified estimation","https://fbref.com/en/players/7bbb0ac4/Emir-Karic",3269
"Darmstadt 98","Bundesliga","2023-2024","Morten Behrens","GER","GK",26,2692,2301,2905,140000,119657,151041,"Unverified estimation","https://fbref.com/en/players/9c273730/Morten-Behrens",2692
