"Team","Comp","Season","Player","Nation","Pos","Age","WeeklyWageEUR","WeeklyWageGBP","WeeklyWageUSD","AnnualWageEUR","AnnualWageGBP","AnnualWageUSD","Notes","Url","WeeklyWageEUR_num"
"Darmstadt 98","Bundesliga","2023-2024","Jannik Müller","GER","DF",29,2500,2137,2697,130000,111110,140253,"Unverified estimation","https://fbref.com/en/players/796a5f30/Jannik-Muller",2500
"Darmstadt 98","Bundesliga","2023-2024","Frank Ronstadt","GER","DF,MF",26,2308,1972,2490,120000,102563,129464,"Unverified estimation","https://fbref.com/en/players/51d29173/Frank-Ronstadt",2308
"Darmstadt 98","Bundesliga","2023-2024","Fabio Torsiello","","CF",19,2308,1972,2490,120000,102563,129464,"Unverified estimation",NA,2308
"Darmstadt 98","Bundesliga","2023-2024","Thomas Isherwood","SWE","DF",25,2308,1972,2490,120000,102563,129464,"Unverified estimation","https://fbref.com/en/players/2be28a0c/Thomas-Isherwood",2308
"Darmstadt 98","Bundesliga","2023-2024","Aaron Seydel","GER","FW",27,2308,1972,2490,120000,102563,129464,"Unverified estimation","https://fbref.com/en/players/85b6462d/Aaron-Seydel",2308
"Manchester City","Premier League","2023-2024","Kevin De Bruyne","BEL","MF",32,468052,4e+05,504868,24338708,20800000,26253113,"","https://fbref.com/en/players/e46012d4/Kevin-De-Bruyne",468052
"Manchester City","Premier League","2023-2024","Erling Haaland","NOR","FW",23,438799,375000,473313,22817539,19500000,24612294,"","https://fbref.com/en/players/1f44ac21/Erling-Haaland",438799
"Manchester City","Premier League","2023-2024","Bernardo Silva","POR","FW,MF",28,351039,3e+05,378651,18254031,15600000,19689835,"","https://fbref.com/en/players/3eb22ec9/Bernardo-Silva",351039
"Manchester City","Premier League","2023-2024","Jack Grealish","ENG","FW,MF",27,351039,3e+05,378651,18254031,15600000,19689835,"","https://fbref.com/en/players/b0b4fd3e/Jack-Grealish",351039
"Manchester City","Premier League","2023-2024","John Stones","ENG","DF,MF",29,292533,250000,315542,15211693,1.3e+07,16408196,"","https://fbref.com/en/players/5eecec3d/John-Stones",292533
"Manchester City","Premier League","2023-2024","Phil Foden","ENG","FW,MF",23,263279,225000,283988,13690523,11700000,14767376,"","https://fbref.com/en/players/ed1e53f3/Phil-Foden",263279
"Manchester City","Premier League","2023-2024","Rodri","ESP","MF",27,257429,220000,277677,13386289,11440000,14439212,"","https://fbref.com/en/players/6434f10d/Rodri",257429
"Manchester City","Premier League","2023-2024","Joško Gvardiol","CRO","DF",21,234026,2e+05,252434,12169354,10400000,13126557,"Unverified estimation","https://fbref.com/en/players/5ad50391/Josko-Gvardiol",234026
"Manchester City","Premier League","2023-2024","Rúben Dias","POR","DF",26,210623,180000,227190,10952419,9360000,11813901,"","https://fbref.com/en/players/31c69ef1/Ruben-Dias",210623
"Manchester City","Premier League","2023-2024","Manuel Akanji","SUI","DF,MF",28,210623,180000,227190,10952419,9360000,11813901,"","https://fbref.com/en/players/89ac64a6/Manuel-Akanji",210623
"Manchester City","Premier League","2023-2024","Kyle Walker","ENG","DF",33,204773,175000,220880,10648185,9100000,11485737,"Unverified estimation","https://fbref.com/en/players/86dd77d1/Kyle-Walker",204773
"Manchester City","Premier League","2023-2024","Nathan Aké","NED","DF,MF",28,187221,160000,201947,9735483,8320000,10501245,"","https://fbref.com/en/players/eaeca114/Nathan-Ake",187221
"Manchester City","Premier League","2023-2024","Kalvin Phillips","ENG","MF",27,175520,150000,189325,9127016,7800000,9844917,"","https://fbref.com/en/players/4f565d77/Kalvin-Phillips",175520
"Manchester City","Premier League","2023-2024","Mateo Kovačić","CRO","MF",29,175520,150000,189325,9127016,7800000,9844917,"Unverified estimation","https://fbref.com/en/players/79c0821a/Mateo-Kovacic",175520
"Manchester City","Premier League","2023-2024","Matheus Nunes","POR","MF,FW",24,152117,130000,164082,7910080,6760000,8532262,"Unverified estimation","https://fbref.com/en/players/e6af02e0/Matheus-Nunes",152117
"Manchester City","Premier League","2023-2024","Ederson","BRA","GK",29,117013,1e+05,126217,6084677,5200000,6563278,"","https://fbref.com/en/players/3bb7b8b4/Ederson",117013
"Manchester City","Premier League","2023-2024","Julián Álvarez","ARG","MF,FW",23,117013,1e+05,126217,6084677,5200000,6563278,"","https://fbref.com/en/players/15ab5a2b/Julian-Alvarez",117013
"Manchester City","Premier League","2023-2024","Stefan Ortega","GER","GK",30,64357,55000,69419,3346572,2860000,3609803,"","https://fbref.com/en/players/c1242d4e/Stefan-Ortega",64357
"Manchester City","Premier League","2023-2024","Jeremy Doku","BEL","FW,MF",21,58507,50000,63108,3042339,2600000,3281639,"Unverified estimation","https://fbref.com/en/players/fffea3e5/Jeremy-Doku",58507
"Manchester City","Premier League","2023-2024","Sergio Gómez","ESP","DF,FW",22,58507,50000,63108,3042339,2600000,3281639,"Unverified estimation","https://fbref.com/en/players/01e5f06e/Sergio-Gomez",58507
"Manchester City","Premier League","2023-2024","Zack Steffen","USA","GK",28,53826,46000,58060,2798951,2392000,3019108,"","https://fbref.com/en/players/42130443/Zack-Steffen",53826
"Manchester City","Premier League","2023-2024","Scott Carson","ENG","GK",37,35104,30000,37865,1825403,1560000,1968983,"Unverified estimation","https://fbref.com/en/players/3e1550ee/Scott-Carson",35104
"Manchester City","Premier League","2023-2024","Rico Lewis","","RB",18,29253,25000,31554,1521169,1300000,1640820,"",NA,29253
"Manchester City","Premier League","2023-2024","Oscar Bobb","","AM",20,17552,15000,18933,912702,780000,984492,"Unverified estimation",NA,17552
"Arsenal","Premier League","2023-2024","Kai Havertz","GER","MF,FW",24,327636,280000,353407,17037096,14560000,18377179,"","https://fbref.com/en/players/fed7cb61/Kai-Havertz",327636
"Arsenal","Premier League","2023-2024","Gabriel Jesus","BRA","FW",26,310085,265000,334475,16124394,13780000,17392687,"","https://fbref.com/en/players/b66315ae/Gabriel-Jesus",310085
"Arsenal","Premier League","2023-2024","Declan Rice","ENG","MF",24,280831,240000,302921,14603225,12480000,15751868,"","https://fbref.com/en/players/1c7012b8/Declan-Rice",280831
"Arsenal","Premier League","2023-2024","Martin Ødegaard","NOR","MF",24,280831,240000,302921,14603225,12480000,15751868,"","https://fbref.com/en/players/79300479/Martin-Odegaard",280831
"Arsenal","Premier League","2023-2024","Thomas Partey","GHA","MF",30,234026,2e+05,252434,12169354,10400000,13126557,"","https://fbref.com/en/players/529f49ab/Thomas-Partey",234026
"Arsenal","Premier League","2023-2024","Bukayo Saka","ENG","FW",21,228175,195000,246123,11865120,10140000,12798393,"","https://fbref.com/en/players/bc7dc64d/Bukayo-Saka",228175
"Arsenal","Premier League","2023-2024","William Saliba","FRA","DF",22,222325,190000,239812,11560886,9880000,12470229,"","https://fbref.com/en/players/972aeb2a/William-Saliba",222325
"Arsenal","Premier League","2023-2024","Gabriel Martinelli","BRA","FW",22,210623,180000,227190,10952419,9360000,11813901,"","https://fbref.com/en/players/48a5a5d6/Gabriel-Martinelli",210623
"Arsenal","Premier League","2023-2024","Oleksandr Zinchenko","UKR","DF",26,175520,150000,189325,9127016,7800000,9844917,"","https://fbref.com/en/players/51cf8561/Oleksandr-Zinchenko",175520
"Arsenal","Premier League","2023-2024","Ben White","ENG","DF",25,140416,120000,151460,7301612,6240000,7875934,"","https://fbref.com/en/players/35e413f1/Ben-White",140416
"Arsenal","Premier League","2023-2024","Aaron Ramsdale","ENG","GK",25,140416,120000,151460,7301612,6240000,7875934,"","https://fbref.com/en/players/466fb2c5/Aaron-Ramsdale",140416
"Arsenal","Premier League","2023-2024","Jorginho","ITA","MF",31,128714,110000,138839,6693145,5720000,7219606,"","https://fbref.com/en/players/45db685d/Jorginho",128714
"Arsenal","Premier League","2023-2024","Gabriel Magalhães","BRA","DF",25,117013,1e+05,126217,6084677,5200000,6563278,"","https://fbref.com/en/players/67ac5bb8/Gabriel-Magalhaes",117013
"Arsenal","Premier League","2023-2024","Eddie Nketiah","ENG","FW",24,117013,1e+05,126217,6084677,5200000,6563278,"","https://fbref.com/en/players/a53649b7/Eddie-Nketiah",117013
"Arsenal","Premier League","2023-2024","Reiss Nelson","ENG","FW",23,117013,1e+05,126217,6084677,5200000,6563278,"","https://fbref.com/en/players/c5bdb6e3/Reiss-Nelson",117013
"Arsenal","Premier League","2023-2024","Jurriën Timber","NED","DF",22,105312,90000,113595,5476209,4680000,5906950,"","https://fbref.com/en/players/41034650/Jurrien-Timber",105312
"Arsenal","Premier League","2023-2024","Leandro Trossard","BEL","FW",28,105312,90000,113595,5476209,4680000,5906950,"","https://fbref.com/en/players/38ceb24a/Leandro-Trossard",105312
"Arsenal","Premier League","2023-2024","David Raya","ESP","GK",27,99461,85000,107284,5171975,4420000,5578787,"Unverified estimation","https://fbref.com/en/players/98ea5115/David-Raya",99461
"Arsenal","Premier League","2023-2024","Cédric Soares","POR","DF",31,87760,75000,94663,4563508,3900000,4922459,"","https://fbref.com/en/players/839c14e1/Cedric-Soares",87760
"Arsenal","Premier League","2023-2024","Jakub Kiwior","POL","DF",23,67868,58000,73206,3529113,3016000,3806701,"","https://fbref.com/en/players/dc3e663e/Jakub-Kiwior",67868
"Arsenal","Premier League","2023-2024","Mohamed Elneny","EGY","MF",31,64357,55000,69419,3346572,2860000,3609803,"","https://fbref.com/en/players/47a34c4f/Mohamed-Elneny",64357
"Arsenal","Premier League","2023-2024","Takehiro Tomiyasu","JPN","DF",24,64357,55000,69419,3346572,2860000,3609803,"","https://fbref.com/en/players/b3af9be1/Takehiro-Tomiyasu",64357
"Arsenal","Premier League","2023-2024","Fabio Vieira","POR","FW",23,52656,45000,56798,2738105,2340000,2953475,"","https://fbref.com/en/players/6412cc03/Fabio-Vieira",52656
"Arsenal","Premier League","2023-2024","Emile Smith Rowe","ENG","MF",23,46805,40000,50487,2433871,2080000,2625311,"","https://fbref.com/en/players/17695062/Emile-Smith-Rowe",46805
"Arsenal","Premier League","2023-2024","Karl Jakob Hein","EST","GK",21,11701,10000,12622,608468,520000,656328,"Unverified estimation","https://fbref.com/en/players/aa81d8f8/Karl-Jakob-Hein",11701
"Liverpool","Premier League","2023-2024","Mohamed Salah","EGY","FW",31,409546,350000,441759,21296370,18200000,22971474,"","https://fbref.com/en/players/e342ad68/Mohamed-Salah",409546
"Liverpool","Premier League","2023-2024","Virgil van Dijk","NED","DF",32,257429,220000,277677,13386289,11440000,14439212,"","https://fbref.com/en/players/e06683ca/Virgil-van-Dijk",257429
"Liverpool","Premier League","2023-2024","Thiago Alcántara","ESP","MF",32,234026,2e+05,252434,12169354,10400000,13126557,"","https://fbref.com/en/players/77e84962/Thiago-Alcantara",234026
"Liverpool","Premier League","2023-2024","Trent Alexander-Arnold","ENG","DF",24,210623,180000,227190,10952419,9360000,11813901,"","https://fbref.com/en/players/cd1acf9d/Trent-Alexander-Arnold",210623
"Liverpool","Premier League","2023-2024","Alisson","BRA","GK",30,175520,150000,189325,9127016,7800000,9844917,"","https://fbref.com/en/players/7a2e46a8/Alisson",175520
"Liverpool","Premier League","2023-2024","Alexis Mac Allister","ARG","MF",24,175520,150000,189325,9127016,7800000,9844917,"Unverified estimation","https://fbref.com/en/players/83d074ff/Alexis-Mac-Allister",175520
"Liverpool","Premier League","2023-2024","Ryan Gravenberch","NED","MF",21,175520,150000,189325,9127016,7800000,9844917,"Unverified estimation","https://fbref.com/en/players/b8e740fb/Ryan-Gravenberch",175520
"Liverpool","Premier League","2023-2024","Darwin Núñez","URU","FW",24,163818,140000,176704,8518548,7280000,9188590,"","https://fbref.com/en/players/4d77b365/Darwin-Nunez",163818
"Liverpool","Premier League","2023-2024","Diogo Jota","POR","FW",26,163818,140000,176704,8518548,7280000,9188590,"","https://fbref.com/en/players/178ae8f8/Diogo-Jota",163818
"Liverpool","Premier League","2023-2024","Cody Gakpo","NED","FW,MF",24,140416,120000,151460,7301612,6240000,7875934,"","https://fbref.com/en/players/1971591f/Cody-Gakpo",140416
"Liverpool","Premier League","2023-2024","Dominik Szoboszlai","HUN","MF",22,140416,120000,151460,7301612,6240000,7875934,"","https://fbref.com/en/players/934e1968/Dominik-Szoboszlai",140416
"Liverpool","Premier League","2023-2024","Andrew Robertson","SCO","DF",29,117013,1e+05,126217,6084677,5200000,6563278,"","https://fbref.com/en/players/2e4f5f03/Andrew-Robertson",117013
"Liverpool","Premier League","2023-2024","Joël Matip","CMR","DF",31,117013,1e+05,126217,6084677,5200000,6563278,"","https://fbref.com/en/players/b217ef29/Joel-Matip",117013
"Liverpool","Premier League","2023-2024","Joe Gomez","ENG","DF",26,99461,85000,107284,5171975,4420000,5578787,"Unverified estimation","https://fbref.com/en/players/7a11550b/Joe-Gomez",99461
"Liverpool","Premier League","2023-2024","Kostas Tsimikas","GRE","DF",27,87760,75000,94663,4563508,3900000,4922459,"Unverified estimation","https://fbref.com/en/players/f315ca93/Kostas-Tsimikas",87760
"Liverpool","Premier League","2023-2024","Ibrahima Konaté","FRA","DF",24,81909,70000,88352,4259274,3640000,4594295,"","https://fbref.com/en/players/5ed9b537/Ibrahima-Konate",81909
"Liverpool","Premier League","2023-2024","Adrián","ESP","GK",36,70208,60000,75730,3650806,3120000,3937967,"Unverified estimation","https://fbref.com/en/players/f76e6b4e/Adrian",70208
"Liverpool","Premier League","2023-2024","Luis Díaz","COL","FW",26,64357,55000,69419,3346572,2860000,3609803,"","https://fbref.com/en/players/4a1a9578/Luis-Diaz",64357
"Liverpool","Premier League","2023-2024","Wataru Endo","JPN","MF",30,58507,50000,63108,3042339,2600000,3281639,"Unverified estimation","https://fbref.com/en/players/c149016b/Wataru-Endo",58507
"Liverpool","Premier League","2023-2024","Stefan Bajcetic","","DM",19,46805,40000,50487,2433871,2080000,2625311,"Unverified estimation",NA,46805
"Liverpool","Premier League","2023-2024","Harvey Elliott","ENG","MF,FW",20,46805,40000,50487,2433871,2080000,2625311,"Unverified estimation","https://fbref.com/en/players/b9e1436c/Harvey-Elliott",46805
"Liverpool","Premier League","2023-2024","Curtis Jones","ENG","MF",22,17552,15000,18933,912702,780000,984492,"Unverified estimation","https://fbref.com/en/players/4fb9c88f/Curtis-Jones",17552
"Liverpool","Premier League","2023-2024","Caoimhín Kelleher","IRL","GK",24,11701,10000,12622,608468,520000,656328,"Unverified estimation","https://fbref.com/en/players/62d7ef38/Caoimhin-Kelleher",11701
"Aston Villa","Premier League","2023-2024","Youri Tielemans","BEL","MF,FW",26,175520,150000,189325,9127016,7800000,9844917,"","https://fbref.com/en/players/56f7a928/Youri-Tielemans",175520
"Aston Villa","Premier League","2023-2024","Boubacar Kamara","FRA","MF",23,175520,150000,189325,9127016,7800000,9844917,"","https://fbref.com/en/players/cc77354e/Boubacar-Kamara",175520
"Aston Villa","Premier League","2023-2024","Ollie Watkins","ENG","FW",27,152117,130000,164082,7910080,6760000,8532262,"Unverified estimation","https://fbref.com/en/players/aed3a70f/Ollie-Watkins",152117
"Aston Villa","Premier League","2023-2024","Moussa Diaby","FRA","FW,MF",24,152117,130000,164082,7910080,6760000,8532262,"Unverified estimation","https://fbref.com/en/players/aeed5c06/Moussa-Diaby",152117
"Aston Villa","Premier League","2023-2024","Emiliano Martínez","ARG","GK",30,140416,120000,151460,7301612,6240000,7875934,"","https://fbref.com/en/players/7956236f/Emiliano-Martinez",140416
"Aston Villa","Premier League","2023-2024","Lucas Digne","FRA","DF",30,140416,120000,151460,7301612,6240000,7875934,"","https://fbref.com/en/players/1b84dbe1/Lucas-Digne",140416
"Aston Villa","Premier League","2023-2024","John McGinn","SCO","MF,FW",28,140416,120000,151460,7301612,6240000,7875934,"Unverified estimation","https://fbref.com/en/players/90f91999/John-McGinn",140416
"Aston Villa","Premier League","2023-2024","Diego Carlos","BRA","DF",30,117013,1e+05,126217,6084677,5200000,6563278,"","https://fbref.com/en/players/b4a014b1/Diego-Carlos",117013
"Aston Villa","Premier League","2023-2024","Leon Bailey","JAM","MF,FW",25,117013,1e+05,126217,6084677,5200000,6563278,"","https://fbref.com/en/players/3a233281/Leon-Bailey",117013
"Aston Villa","Premier League","2023-2024","Tyrone Mings","ENG","DF",30,117013,1e+05,126217,6084677,5200000,6563278,"Unverified estimation","https://fbref.com/en/players/8397a50c/Tyrone-Mings",117013
"Aston Villa","Premier League","2023-2024","Pau Torres","ESP","DF",26,117013,1e+05,126217,6084677,5200000,6563278,"Unverified estimation","https://fbref.com/en/players/532e1e4f/Pau-Torres",117013
"Aston Villa","Premier League","2023-2024","Leander Dendoncker","BEL","MF",28,105312,90000,113595,5476209,4680000,5906950,"Unverified estimation","https://fbref.com/en/players/5a7301ae/Leander-Dendoncker",105312
"Aston Villa","Premier League","2023-2024","Matty Cash","POL","DF",25,93610,80000,100974,4867742,4160000,5250623,"Unverified estimation","https://fbref.com/en/players/2389cdc2/Matty-Cash",93610
"Aston Villa","Premier League","2023-2024","Bertrand Traoré","BFA","DF,FW",27,91135,77885,98304,4739027,4050000,5111784,"","https://fbref.com/en/players/c47541e0/Bertrand-Traore",91135
"Aston Villa","Premier League","2023-2024","Emi Buendía","ARG","RW",27,87760,75000,94663,4563508,3900000,4922459,"","https://fbref.com/en/players/66b76d44/Emi-Buendia",87760
"Aston Villa","Premier League","2023-2024","Ezri Konsa","ENG","DF",25,87760,75000,94663,4563508,3900000,4922459,"Unverified estimation","https://fbref.com/en/players/0313a347/Ezri-Konsa",87760
"Aston Villa","Premier League","2023-2024","Douglas Luiz","BRA","MF",25,87760,75000,94663,4563508,3900000,4922459,"Unverified estimation","https://fbref.com/en/players/6f7d826d/Douglas-Luiz",87760
"Aston Villa","Premier League","2023-2024","Jacob Ramsey","ENG","FW,MF",22,81909,70000,88352,4259274,3640000,4594295,"","https://fbref.com/en/players/1544f145/Jacob-Ramsey",81909
"Aston Villa","Premier League","2023-2024","Nicolò Zaniolo","ITA","FW,MF",24,70208,60000,75730,3650806,3120000,3937967,"","https://fbref.com/en/players/9907b1c8/Nicolo-Zaniolo",70208
"Aston Villa","Premier League","2023-2024","Robin Olsen","SWE","GK",33,58507,50000,63108,3042339,2600000,3281639,"","https://fbref.com/en/players/e7ee38c3/Robin-Olsen",58507
"Aston Villa","Premier League","2023-2024","Calum Chambers","ENG","DF,MF",28,58507,50000,63108,3042339,2600000,3281639,"","https://fbref.com/en/players/dc6f5bdd/Calum-Chambers",58507
"Aston Villa","Premier League","2023-2024","Álex Moreno","ESP","DF",30,40955,35000,44176,2129637,1820000,2297147,"","https://fbref.com/en/players/16e9d0ea/Alex-Moreno",40955
